ENSG00000290825	DDX11L2
ENSG00000143493	INTS7
ENSG00000143476	DTL
ENSG00000229983	ENSG00000229983
ENSG00000226251	LINC02608
ENSG00000066027	PPP2R5A
ENSG00000230063	ENSG00000230063
ENSG00000234915	ENSG00000234915
ENSG00000229832	ENSG00000229832
ENSG00000065600	PACC1
ENSG00000287445	ENSG00000287445
ENSG00000117691	NENF
ENSG00000224535	LINC02771
ENSG00000286213	ENSG00000286213
ENSG00000228067	LINC01740
ENSG00000260805	ENSG00000260805
ENSG00000288007	ENSG00000288007
ENSG00000162772	ATF3
ENSG00000235862	ENSG00000235862
ENSG00000162771	GARIN4
ENSG00000237980	LINC02773
ENSG00000123685	BATF3
ENSG00000117697	NSL1
ENSG00000203705	TATDN3
ENSG00000185523	SPATA45
ENSG00000198468	FLVCR1-DT
ENSG00000162769	FLVCR1
ENSG00000282718	ENSG00000282718
ENSG00000143494	VASH2
ENSG00000174606	ANGEL2
ENSG00000136643	RPS6KC1
ENSG00000225233	ENSG00000225233
ENSG00000228255	ENSG00000228255
ENSG00000230461	PROX1-AS1
ENSG00000281664	LINC00538
ENSG00000117707	PROX1
ENSG00000274895	ENSG00000274895
ENSG00000272167	ENSG00000272167
ENSG00000283518	LINC02775
ENSG00000143499	SMYD2
ENSG00000228470	ENSG00000228470
ENSG00000152104	PTPN14
ENSG00000117724	CENPF
ENSG00000287008	ENSG00000287008
ENSG00000082482	KCNK2
ENSG00000282265	ENSG00000282265
ENSG00000136636	KCTD3
ENSG00000042781	USH2A
ENSG00000229242	ENSG00000229242
ENSG00000233620	USH2A-AS2
ENSG00000236292	USH2A-AS1
ENSG00000196482	ESRRG
ENSG00000092978	GPATCH2
ENSG00000162814	SPATA17
ENSG00000234070	SPATA17-AS1
ENSG00000231814	LINC00210
ENSG00000230714	ENSG00000230714
ENSG00000232100	LINC01653
ENSG00000286775	ENSG00000286775
ENSG00000067533	RRP15
ENSG00000232480	TGFB2-AS1
ENSG00000092969	TGFB2
ENSG00000281453	TGFB2-OT1
ENSG00000228208	LINC02869
ENSG00000225561	LINC01710
ENSG00000228063	LYPLAL1-DT
ENSG00000143353	LYPLAL1
ENSG00000223842	ENSG00000223842
ENSG00000277007	ENSG00000277007
ENSG00000287676	ENSG00000287676
ENSG00000228536	LYPLAL1-AS1
ENSG00000238232	ENSG00000238232
ENSG00000215817	ZC3H11B
ENSG00000196660	SLC30A10
ENSG00000136628	EPRS1
ENSG00000162813	BPNT1
ENSG00000067704	IARS2
ENSG00000118873	RAB3GAP2
ENSG00000226927	ENSG00000226927
ENSG00000260505	ENSG00000260505
ENSG00000231529	LINC02779
ENSG00000116141	MARK1
ENSG00000162817	C1orf115
ENSG00000117791	MTARC2
ENSG00000186205	MTARC1
ENSG00000221571	RNU6ATAC35P
ENSG00000272823	ENSG00000272823
ENSG00000238078	LINC01352
ENSG00000257551	HLX-AS1
ENSG00000289142	ENSG00000289142
ENSG00000136630	HLX
ENSG00000234754	LINC02817
ENSG00000232436	ENSG00000232436
ENSG00000286398	ENSG00000286398
ENSG00000286421	ENSG00000286421
ENSG00000143507	DUSP10
ENSG00000227925	LINC01655
ENSG00000238042	LINC02257
ENSG00000228437	LINC02474
ENSG00000232679	LINC01705
ENSG00000236230	ENSG00000236230
ENSG00000226643	ENSG00000226643
ENSG00000276997	ENSG00000276997
ENSG00000143512	HHIPL2
ENSG00000143498	TAF1A
ENSG00000225265	TAF1A-AS1
ENSG00000154305	MIA3
ENSG00000272750	ENSG00000272750
ENSG00000186063	AIDA
ENSG00000162819	BROX
ENSG00000197520	FAM177B
ENSG00000289880	ENSG00000289880
ENSG00000287684	ENSG00000287684
ENSG00000154309	DISP1
ENSG00000287338	ENSG00000287338
ENSG00000187554	TLR5
ENSG00000236846	ENSG00000236846
ENSG00000226601	ENSG00000226601
ENSG00000143502	SUSD4
ENSG00000178395	CCDC185
ENSG00000203697	CAPN8
ENSG00000162909	CAPN2
ENSG00000143514	TP53BP2
ENSG00000288999	ENSG00000288999
ENSG00000291068	ENSG00000291068
ENSG00000290989	ENSG00000290989
ENSG00000278467	ENSG00000278467
ENSG00000143756	FBXO28
ENSG00000143753	DEGS1
ENSG00000232628	ENSG00000232628
ENSG00000237101	ENSG00000237101
ENSG00000143748	NVL
ENSG00000143771	CNIH4
ENSG00000162923	WDR26
ENSG00000143786	CNIH3
ENSG00000233384	CNIH3-AS2
ENSG00000286174	ENSG00000286174
ENSG00000229400	CNIH3-AS1
ENSG00000225334	LINC02813
ENSG00000286719	ENSG00000286719
ENSG00000185842	DNAH14
ENSG00000143815	LBR
ENSG00000234476	LINC02765
ENSG00000282418	ENSG00000282418
ENSG00000289962	ENSG00000289962
ENSG00000154380	ENAH
ENSG00000289602	ENSG00000289602
ENSG00000227496	ENSG00000227496
ENSG00000226349	ENSG00000226349
ENSG00000143742	SRP9
ENSG00000143819	EPHX1
ENSG00000242861	ENSG00000242861
ENSG00000196187	TMEM63A
ENSG00000243709	LEFTY1
ENSG00000143811	PYCR2
ENSG00000248322	ENSG00000248322
ENSG00000143768	LEFTY2
ENSG00000143751	SDE2
ENSG00000289341	ENSG00000289341
ENSG00000272562	H3-3A-DT
ENSG00000163041	H3-3A
ENSG00000225518	LINC01703
ENSG00000182827	ACBD3
ENSG00000234478	ACBD3-AS1
ENSG00000185155	MIXL1
ENSG00000183814	LIN9
ENSG00000289348	ENSG00000289348
ENSG00000143799	PARP1
ENSG00000287627	ENSG00000287627
ENSG00000203685	STUM
ENSG00000143772	ITPKB
ENSG00000228382	ITPKB-IT1
ENSG00000228548	ITPKB-AS1
ENSG00000287259	ENSG00000287259
ENSG00000143801	PSEN2
ENSG00000163050	COQ8A
ENSG00000143776	CDC42BPA
ENSG00000233706	ENSG00000233706
ENSG00000287532	ENSG00000287532
ENSG00000228625	ENSG00000228625
ENSG00000287525	ENSG00000287525
ENSG00000234277	LINC01641
ENSG00000287205	ENSG00000287205
ENSG00000181450	ZNF678
ENSG00000143740	SNAP47
ENSG00000081692	JMJD4
ENSG00000230005	SNAP47-AS1
ENSG00000286389	ENSG00000286389
ENSG00000185888	PRSS38
ENSG00000143816	WNT9A
ENSG00000154342	WNT3A
ENSG00000276255	LINC02809
ENSG00000143761	ARF1
ENSG00000143793	C1orf35
ENSG00000162910	MRPL55
ENSG00000287895	ENSG00000287895
ENSG00000143774	GUK1
ENSG00000198835	GJC2
ENSG00000203684	IBA57-DT
ENSG00000181873	IBA57
ENSG00000162913	OBSCN-AS1
ENSG00000154358	OBSCN
ENSG00000269934	ENSG00000269934
ENSG00000270110	ENSG00000270110
ENSG00000286773	ENSG00000286773
ENSG00000287315	ENSG00000287315
ENSG00000270104	ENSG00000270104
ENSG00000154370	TRIM11
ENSG00000270094	ENSG00000270094
ENSG00000231563	ENSG00000231563
ENSG00000162931	TRIM17
ENSG00000168148	H3-4
ENSG00000181218	H2AC25
ENSG00000196890	H2BC26
ENSG00000168159	RNF187
ENSG00000116574	RHOU
ENSG00000282111	LINC02815
ENSG00000236975	LINC02814
ENSG00000233920	ENSG00000233920
ENSG00000177800	TMEM78
ENSG00000177788	RAB4A-AS1
ENSG00000168118	RAB4A
ENSG00000237481	ENSG00000237481
ENSG00000154429	CCSAP
ENSG00000288862	ENSG00000288862
ENSG00000143632	ACTA1
ENSG00000290037	ENSG00000290037
ENSG00000069248	NUP133
ENSG00000226920	ENSG00000226920
ENSG00000223635	NUP133-DT
ENSG00000135776	ABCB10
ENSG00000135801	TAF5L
ENSG00000135763	URB2
ENSG00000227043	LINC01682
ENSG00000228058	LINC01736
ENSG00000143641	GALNT2
ENSG00000227006	ENSG00000227006
ENSG00000224407	ENSG00000224407
ENSG00000177614	PGBD5
ENSG00000282564	ENSG00000282564
ENSG00000232964	LINC01737
ENSG00000135775	COG2
ENSG00000135744	AGT
ENSG00000244137	ENSG00000244137
ENSG00000135773	CAPN9
ENSG00000225656	ENSG00000225656
ENSG00000119280	C1orf198
ENSG00000223393	ENSG00000223393
ENSG00000288037	ENSG00000288037
ENSG00000287395	ENSG00000287395
ENSG00000143643	TTC13
ENSG00000173409	ARV1
ENSG00000182118	FAM89A
ENSG00000119283	TRIM67
ENSG00000235710	TRIM67-AS1
ENSG00000143633	C1orf131
ENSG00000116906	GNPAT
ENSG00000116903	EXOC8
ENSG00000010072	SPRTN
ENSG00000135766	EGLN1
ENSG00000233461	ENSG00000233461
ENSG00000116918	TSNAX
ENSG00000229228	LINC00582
ENSG00000162946	DISC1
ENSG00000286071	ENSG00000286071
ENSG00000226758	DISC1-IT1
ENSG00000235152	ENSG00000235152
ENSG00000236372	ENSG00000236372
ENSG00000116991	SIPA1L2
ENSG00000225919	LINC01745
ENSG00000236497	LINC01744
ENSG00000212916	MAP10
ENSG00000286774	ENSG00000286774
ENSG00000135778	NTPCR
ENSG00000135749	PCNX2
ENSG00000143674	MAP3K21
ENSG00000287423	ENSG00000287423
ENSG00000289305	ENSG00000289305
ENSG00000135750	KCNK1
ENSG00000286109	ENSG00000286109
ENSG00000286666	ENSG00000286666
ENSG00000287921	ENSG00000287921
ENSG00000183780	SLC35F3
ENSG00000233332	ENSG00000233332
ENSG00000231272	ENSG00000231272
ENSG00000236244	SLC35F3-AS1
ENSG00000236358	ENSG00000236358
ENSG00000273367	ENSG00000273367
ENSG00000231663	COA6-AS1
ENSG00000168275	COA6
ENSG00000059588	TARBP1
ENSG00000231768	LINC01354
ENSG00000288760	ENSG00000288760
ENSG00000286210	ENSG00000286210
ENSG00000287633	ENSG00000287633
ENSG00000230404	ENSG00000230404
ENSG00000289057	ENSG00000289057
ENSG00000168264	IRF2BP2
ENSG00000228830	ENSG00000228830
ENSG00000224939	LINC00184
ENSG00000272362	ENSG00000272362
ENSG00000228044	ENSG00000228044
ENSG00000241475	ENSG00000241475
ENSG00000230628	ENSG00000230628
ENSG00000282097	ENSG00000282097
ENSG00000227630	LINC01132
ENSG00000279261	LINC02961
ENSG00000289377	ENSG00000289377
ENSG00000286263	ENSG00000286263
ENSG00000237520	LINC02971
ENSG00000238005	LNCATV
ENSG00000258082	ENSG00000258082
ENSG00000280587	LINC01348
ENSG00000273416	ENSG00000273416
ENSG00000173726	TOMM20
ENSG00000188739	RBM34
ENSG00000054267	ARID4B
ENSG00000289114	ENSG00000289114
ENSG00000152904	GGPS1
ENSG00000285177	ENSG00000285177
ENSG00000284770	TBCE
ENSG00000162885	B3GALNT2
ENSG00000168243	GNG4
ENSG00000143669	LYST
ENSG00000229463	LYST-AS1
ENSG00000237845	LINC03081
ENSG00000229291	LINC02768
ENSG00000116962	NID1
ENSG00000286142	ENSG00000286142
ENSG00000077585	GPR137B
ENSG00000086619	ERO1B
ENSG00000186197	EDARADD
ENSG00000116977	LGALS8
ENSG00000223776	LGALS8-AS1
ENSG00000273058	ENSG00000273058
ENSG00000230325	ENSG00000230325
ENSG00000119285	HEATR1
ENSG00000077522	ACTN2
ENSG00000116984	MTR
ENSG00000244020	MT1HL1
ENSG00000288099	ENSG00000288099
ENSG00000198626	RYR2
ENSG00000289628	ENSG00000289628
ENSG00000237250	ENSG00000237250
ENSG00000116996	ZP4
ENSG00000234464	ENSG00000234464
ENSG00000215808	LINC01139
ENSG00000231877	ENSG00000231877
ENSG00000287177	ENSG00000287177
ENSG00000287589	ENSG00000287589
ENSG00000259776	ENSG00000259776
ENSG00000133019	CHRM3
ENSG00000233355	CHRM3-AS2
ENSG00000234601	CHRM3-AS1
ENSG00000231979	ENSG00000231979
ENSG00000287102	ENSG00000287102
ENSG00000155816	FMN2
ENSG00000233735	ENSG00000233735
ENSG00000233519	ENSG00000233519
ENSG00000180875	GREM2
ENSG00000224359	ENSG00000224359
ENSG00000231440	ENSG00000231440
ENSG00000230015	ENSG00000230015
ENSG00000226919	ENSG00000226919
ENSG00000182901	RGS7
ENSG00000286496	ENSG00000286496
ENSG00000287516	ENSG00000287516
ENSG00000287738	ENSG00000287738
ENSG00000091483	FH
ENSG00000117009	KMO
ENSG00000054277	OPN3
ENSG00000203668	CHML
ENSG00000287513	ENSG00000287513
ENSG00000162843	WDR64
ENSG00000288723	ENSG00000288723
ENSG00000174371	EXO1
ENSG00000196289	BECN2
ENSG00000197769	MAP1LC3C
ENSG00000180287	PLD5
ENSG00000272865	ENSG00000272865
ENSG00000224525	ENSG00000224525
ENSG00000234116	ENSG00000234116
ENSG00000291216	ENSG00000291216
ENSG00000291217	LINC01347
ENSG00000143702	CEP170
ENSG00000227230	ENSG00000227230
ENSG00000232085	ENSG00000232085
ENSG00000054282	SDCCAG8
ENSG00000117020	AKT3
ENSG00000236031	ENSG00000236031
ENSG00000232184	ENSG00000232184
ENSG00000228939	AKT3-IT1
ENSG00000226828	LINC02774
ENSG00000289055	ENSG00000289055
ENSG00000179456	ZBTB18
ENSG00000229960	ENSG00000229960
ENSG00000286486	ENSG00000286486
ENSG00000237759	ENSG00000237759
ENSG00000287531	ENSG00000287531
ENSG00000289439	ENSG00000289439
ENSG00000173728	C1orf100
ENSG00000240963	ENSG00000240963
ENSG00000035687	ADSS2
ENSG00000179397	CATSPERE
ENSG00000121644	DESI2
ENSG00000284188	ENSG00000284188
ENSG00000282317	ENSG00000282317
ENSG00000287601	ENSG00000287601
ENSG00000203667	COX20
ENSG00000153187	HNRNPU
ENSG00000273175	ENSG00000273175
ENSG00000272195	ENSG00000272195
ENSG00000203666	EFCAB2
ENSG00000162849	KIF26B
ENSG00000232192	KIF26B-AS1
ENSG00000238224	ENSG00000238224
ENSG00000231612	ENSG00000231612
ENSG00000185420	SMYD3
ENSG00000235096	ENSG00000235096
ENSG00000226876	SMYD3-AS1
ENSG00000230184	SMYD3-IT1
ENSG00000242042	LINC01743
ENSG00000162851	TFB2M
ENSG00000162852	CNST
ENSG00000225300	ENSG00000225300
ENSG00000260698	ENSG00000260698
ENSG00000235021	ENSG00000235021
ENSG00000143653	SCCPDH
ENSG00000260855	ENSG00000260855
ENSG00000227953	LINC01341
ENSG00000153207	AHCTF1
ENSG00000197472	ZNF695
ENSG00000277462	ZNF670
ENSG00000188295	ZNF669
ENSG00000286747	ENSG00000286747
ENSG00000221953	LINC02897
ENSG00000196418	ZNF124
ENSG00000259865	ENSG00000259865
ENSG00000290124	ENSG00000290124
ENSG00000290683	ENSG00000290683
ENSG00000232347	ENSG00000232347
ENSG00000197617	VN1R5
ENSG00000289566	ENSG00000289566
ENSG00000162714	ZNF496
ENSG00000289234	ZNF496-DT
ENSG00000286216	ENSG00000286216
ENSG00000162711	NLRP3
ENSG00000177535	OR2B11
ENSG00000290684	OR2W5P
ENSG00000169224	GCSAML
ENSG00000196242	OR2C3
ENSG00000236817	ENSG00000236817
ENSG00000177489	OR2G2
ENSG00000177476	OR2G3
ENSG00000198452	OR14L1P
ENSG00000235749	ENSG00000235749
ENSG00000197437	OR13G1
ENSG00000169214	OR6F1
ENSG00000241128	OR14A2
ENSG00000153230	OR14K1
ENSG00000221888	OR1C1
ENSG00000228336	OR9H1P
ENSG00000196772	OR14A16
ENSG00000197591	OR11L1
ENSG00000162722	TRIM58
ENSG00000238243	OR2W3
ENSG00000177462	OR2T8
ENSG00000177275	OR2AJ1
ENSG00000289367	ENSG00000289367
ENSG00000279263	OR2L8
ENSG00000187080	OR2AK2
ENSG00000290612	ENSG00000290612
ENSG00000197454	OR2L5
ENSG00000203663	OR2L2
ENSG00000198128	OR2L3
ENSG00000290608	ENSG00000290608
ENSG00000196071	OR2L13
ENSG00000162727	OR2M5
ENSG00000198601	OR2M2
ENSG00000228198	OR2M3
ENSG00000171180	OR2M4
ENSG00000177212	OR2T33
ENSG00000177201	OR2T12
ENSG00000177186	OR2M7
ENSG00000177174	OR14C36
ENSG00000196944	OR2T4
ENSG00000198104	OR2T6
ENSG00000175143	OR2T1
ENSG00000227152	OR2T7
ENSG00000196240	OR2T2
ENSG00000196539	OR2T3
ENSG00000229255	ENSG00000229255
ENSG00000203661	OR2T5
ENSG00000188558	OR2G6
ENSG00000224521	ENSG00000224521
ENSG00000182783	OR2T29
ENSG00000183310	OR2T34
ENSG00000184022	OR2T10
ENSG00000279301	OR2T11
ENSG00000177151	OR2T35
ENSG00000187701	OR2T27
ENSG00000189181	OR14I1
ENSG00000259823	LYPD8
ENSG00000175137	SH3BP5L
ENSG00000171161	ZNF672
ENSG00000171163	ZNF692
ENSG00000227237	ZNF692-DT
ENSG00000185220	PGBD2
ENSG00000184731	FAM110C
ENSG00000227061	ENSG00000227061
ENSG00000035115	SH3YL1
ENSG00000143727	ACP1
ENSG00000189292	ALKAL2
ENSG00000228643	ENSG00000228643
ENSG00000235779	ENSG00000235779
ENSG00000277997	ENSG00000277997
ENSG00000233684	LINC01865
ENSG00000236856	ENSG00000236856
ENSG00000226277	ENSG00000226277
ENSG00000223985	LINC01874
ENSG00000284452	ENSG00000284452
ENSG00000225942	LINC01875
ENSG00000233633	ENSG00000233633
ENSG00000151353	TMEM18
ENSG00000233296	TMEM18-DT
ENSG00000233970	ENSG00000233970
ENSG00000227713	ENSG00000227713
ENSG00000272342	LINC01115
ENSG00000223751	ENSG00000223751
ENSG00000231173	ENSG00000231173
ENSG00000237667	LINC01115
ENSG00000228799	LINC01939
ENSG00000234796	ENSG00000234796
ENSG00000235688	SNTG2-AS1
ENSG00000172554	SNTG2
ENSG00000235403	ENSG00000235403
ENSG00000236665	ENSG00000236665
ENSG00000233553	ENSG00000233553
ENSG00000231482	ENSG00000231482
ENSG00000115705	TPO
ENSG00000228613	ENSG00000228613
ENSG00000283766	ENSG00000283766
ENSG00000203635	ENSG00000203635
ENSG00000130508	PXDN
ENSG00000186487	MYT1L
ENSG00000284600	ENSG00000284600
ENSG00000232057	ENSG00000232057
ENSG00000225619	MYT1L-AS1
ENSG00000289941	ENSG00000289941
ENSG00000290112	ENSG00000290112
ENSG00000234929	ENSG00000234929
ENSG00000289608	ENSG00000289608
ENSG00000287583	ENSG00000287583
ENSG00000237720	ENSG00000237720
ENSG00000227364	ENSG00000227364
ENSG00000288786	ENSG00000288786
ENSG00000228391	ENSG00000228391
ENSG00000234423	LINC01250
ENSG00000236760	ENSG00000236760
ENSG00000226649	ENSG00000226649
ENSG00000032389	EIPR1
ENSG00000224885	EIPR1-IT1
ENSG00000171853	TRAPPC12
ENSG00000225234	TRAPPC12-AS1
ENSG00000271868	ENSG00000271868
ENSG00000182551	ADI1
ENSG00000235078	ENSG00000235078
ENSG00000242282	ENSG00000242282
ENSG00000171865	RNASEH1
ENSG00000234171	RNASEH1-DT
ENSG00000287126	ENSG00000287126
ENSG00000171863	RPS7
ENSG00000118004	COLEC11
ENSG00000237370	ENSG00000237370
ENSG00000289136	ENSG00000289136
ENSG00000151360	ALLC
ENSG00000224661	ENSG00000224661
ENSG00000214866	DCDC2C
ENSG00000237401	LINC01304
ENSG00000229550	ENSG00000229550
ENSG00000291325	ENSG00000291325
ENSG00000231532	LINC01249
ENSG00000289300	ENSG00000289300
ENSG00000232835	ENSG00000232835
ENSG00000224128	LINC01248
ENSG00000230090	ENSG00000230090
ENSG00000176887	SOX11
ENSG00000242540	ENSG00000242540
ENSG00000236106	ENSG00000236106
ENSG00000237266	LINC01810
ENSG00000232044	SILC1
ENSG00000234275	ENSG00000234275
ENSG00000227007	LINC01247
ENSG00000226488	LINC01824
ENSG00000236172	MIR7515HG
ENSG00000286851	ENSG00000286851
ENSG00000205837	LINC00487
ENSG00000225964	NRIR
ENSG00000134326	CMPK2
ENSG00000134321	RSAD2
ENSG00000271947	ENSG00000271947
ENSG00000228203	GRASLND
ENSG00000151692	RNF144A
ENSG00000223884	ENSG00000223884
ENSG00000272002	LINC02973
ENSG00000229727	ENSG00000229727
ENSG00000287119	ENSG00000287119
ENSG00000230515	ENSG00000230515
ENSG00000235576	LINC01871
ENSG00000290050	ENSG00000290050
ENSG00000290092	ENSG00000290092
ENSG00000226506	ENSG00000226506
ENSG00000235665	LINC00298
ENSG00000286857	ENSG00000286857
ENSG00000236790	LINC00299
ENSG00000229740	ENSG00000229740
ENSG00000289191	ENSG00000289191
ENSG00000236008	LINC01814
ENSG00000285591	ENSG00000285591
ENSG00000231083	ENSG00000231083
ENSG00000235092	ID2-AS1
ENSG00000115738	ID2
ENSG00000134313	KIDINS220
ENSG00000143797	MBOAT2
ENSG00000290023	ENSG00000290023
ENSG00000242136	ENSG00000242136
ENSG00000261104	ENSG00000261104
ENSG00000244310	ENSG00000244310
ENSG00000240980	ENSG00000240980
ENSG00000151693	ASAP2
ENSG00000119185	ITGB1BP1
ENSG00000119203	CPSF3
ENSG00000134330	IAH1
ENSG00000151694	ADAM17
ENSG00000239300	ENSG00000239300
ENSG00000271855	ENSG00000271855
ENSG00000134308	YWHAQ
ENSG00000240687	ENSG00000240687
ENSG00000244260	ENSG00000244260
ENSG00000243491	ENSG00000243491
ENSG00000115750	TAF1B
ENSG00000269973	ENSG00000269973
ENSG00000287305	ENSG00000287305
ENSG00000134317	GRHL1
ENSG00000289033	ENSG00000289033
ENSG00000188525	ENSG00000188525
ENSG00000260476	ENSG00000260476
ENSG00000260077	ENSG00000260077
ENSG00000172059	KLF11
ENSG00000271787	ENSG00000271787
ENSG00000205795	CYS1
ENSG00000233502	ENSG00000233502
ENSG00000171848	RRM2
ENSG00000285872	ENSG00000285872
ENSG00000115756	HPCAL1
ENSG00000115758	ODC1
ENSG00000257135	ODC1-DT
ENSG00000115761	NOL10
ENSG00000234818	ENSG00000234818
ENSG00000243819	RN7SL832P
ENSG00000236162	ENSG00000236162
ENSG00000143882	ATP6V1C2
ENSG00000272275	ENSG00000272275
ENSG00000143870	PDIA6
ENSG00000271952	LINC01954
ENSG00000232056	ENSG00000232056
ENSG00000162975	KCNF1
ENSG00000145063	ENSG00000145063
ENSG00000150873	C2orf50
ENSG00000162976	SLC66A3
ENSG00000134318	ROCK2
ENSG00000230952	LINC03037
ENSG00000224177	LINC00570
ENSG00000231403	ENSG00000231403
ENSG00000285569	ENSG00000285569
ENSG00000169016	E2F6
ENSG00000196208	GREB1
ENSG00000169006	NTSR2
ENSG00000276411	ENSG00000276411
ENSG00000134324	LPIN1
ENSG00000228496	ENSG00000228496
ENSG00000203643	ENSG00000203643
ENSG00000230790	ENSG00000230790
ENSG00000224184	MIR3681HG
ENSG00000289856	ENSG00000289856
ENSG00000290030	ENSG00000290030
ENSG00000223360	ENSG00000223360
ENSG00000286427	ENSG00000286427
ENSG00000261117	ENSG00000261117
ENSG00000071575	TRIB2
ENSG00000225649	ENSG00000225649
ENSG00000285876	ENSG00000285876
ENSG00000229370	ENSG00000229370
ENSG00000230448	LINC00276
ENSG00000227718	ENSG00000227718
ENSG00000228505	ENSG00000228505
ENSG00000162981	LRATD1
ENSG00000287291	ENSG00000287291
ENSG00000235127	ENSG00000235127
ENSG00000151779	NBAS
ENSG00000234022	ENSG00000234022
ENSG00000079785	DDX1
ENSG00000224194	ENSG00000224194
ENSG00000231031	LINC01804
ENSG00000237326	ENSG00000237326
ENSG00000233718	MYCNOS
ENSG00000223850	MYCNUT
ENSG00000134323	MYCN
ENSG00000226764	ENSG00000226764
ENSG00000236289	GACAT3
ENSG00000236989	ENSG00000236989
ENSG00000226041	ENSG00000226041
ENSG00000228876	ENSG00000228876
ENSG00000231266	ENSG00000231266
ENSG00000285354	ENSG00000285354
ENSG00000232444	ENSG00000232444
ENSG00000224400	ENSG00000224400
ENSG00000289364	ENSG00000289364
ENSG00000237633	ENSG00000237633
ENSG00000197872	CYRIA
ENSG00000223536	ENSG00000223536
ENSG00000237670	LINC01866
ENSG00000214842	RAD51AP2
ENSG00000163032	VSNL1
ENSG00000163029	SMC6
ENSG00000178295	GEN1
ENSG00000151379	MSGN1
ENSG00000170745	KCNS3
ENSG00000287881	ENSG00000287881
ENSG00000287849	ENSG00000287849
ENSG00000260331	ENSG00000260331
ENSG00000240857	RDH14
ENSG00000185013	NT5C1B
ENSG00000224626	ENSG00000224626
ENSG00000287284	ENSG00000287284
ENSG00000236204	LINC01376
ENSG00000143867	OSR1
ENSG00000234597	ENSG00000234597
ENSG00000237992	LINC01808
ENSG00000235911	ENSG00000235911
ENSG00000228784	LINC00954
ENSG00000183891	TTC32
ENSG00000271991	TTC32-DT
ENSG00000118965	WDR35
ENSG00000227210	WDR35-DT
ENSG00000132031	MATN3
ENSG00000068697	LAPTM4A
ENSG00000223734	LAPTM4A-DT
ENSG00000234378	ENSG00000234378
ENSG00000115884	SDC1
ENSG00000055917	PUM2
ENSG00000290108	ENSG00000290108
ENSG00000143878	RHOB
ENSG00000228950	ENSG00000228950
ENSG00000227047	ENSG00000227047
ENSG00000118960	HS1BP3
ENSG00000269976	ENSG00000269976
ENSG00000231948	HS1BP3-IT1
ENSG00000143869	GDF7
ENSG00000270100	ENSG00000270100
ENSG00000118961	LDAH
ENSG00000236436	LINC02850
ENSG00000261012	ENSG00000261012
ENSG00000084674	APOB
ENSG00000287956	ENSG00000287956
ENSG00000218819	TDRD15
ENSG00000233005	ENSG00000233005
ENSG00000231204	ENSG00000231204
ENSG00000235537	ENSG00000235537
ENSG00000228538	ENSG00000228538
ENSG00000229621	LINC01822
ENSG00000228999	ENSG00000228999
ENSG00000234207	LINC01830
ENSG00000233587	LINC01884
ENSG00000232451	ENSG00000232451
ENSG00000223530	ENSG00000223530
ENSG00000233714	ENSG00000233714
ENSG00000223634	ENSG00000223634
ENSG00000235497	LINC02923
ENSG00000119771	KLHL29
ENSG00000224361	ENSG00000224361
ENSG00000283031	ENSG00000283031
ENSG00000119778	ATAD2B
ENSG00000173960	UBXN2A
ENSG00000205639	MFSD2B
ENSG00000163026	WDCP
ENSG00000119782	FKBP1B
ENSG00000115128	SF3B6
ENSG00000219626	FAM228B
ENSG00000115129	TP53I3
ENSG00000176732	PFN4
ENSG00000232642	ENSG00000232642
ENSG00000186453	FAM228A
ENSG00000223754	ENSG00000223754
ENSG00000198399	ITSN2
ENSG00000242628	ENSG00000242628
ENSG00000286829	ENSG00000286829
ENSG00000084676	NCOA1
ENSG00000184924	PTRHD1
ENSG00000138092	CENPO
ENSG00000138031	ADCY3
ENSG00000271936	ENSG00000271936
ENSG00000115137	DNAJC27
ENSG00000224165	DNAJC27-AS1
ENSG00000286645	ENSG00000286645
ENSG00000084710	EFR3B
ENSG00000115138	POMC
ENSG00000230452	LINC01381
ENSG00000119772	DNMT3A
ENSG00000289567	ENSG00000289567
ENSG00000235072	ARNILA
ENSG00000138101	DTNB
ENSG00000224220	DTNB-AS1
ENSG00000143970	ASXL2
ENSG00000084731	KIF3C
ENSG00000084733	RAB10
ENSG00000157833	GAREM2
ENSG00000084754	HADHA
ENSG00000138029	HADHB
ENSG00000286707	ENSG00000286707
ENSG00000173567	ADGRF3
ENSG00000138018	SELENOI
ENSG00000157856	DRC1
ENSG00000115155	OTOF
ENSG00000173557	FAM166C
ENSG00000157884	CIB4
ENSG00000225378	ENSG00000225378
ENSG00000171303	KCNK3
ENSG00000213699	SLC35F6
ENSG00000115163	CENPA
ENSG00000157851	DPYSL5
ENSG00000230286	ENSG00000230286
ENSG00000084764	MAPRE3
ENSG00000205500	MAPRE3-AS1
ENSG00000119777	TMEM214
ENSG00000084693	AGBL5
ENSG00000231636	AGBL5-AS1
ENSG00000272056	ENSG00000272056
ENSG00000229122	AGBL5-IT1
ENSG00000272148	ENSG00000272148
ENSG00000228474	OST4
ENSG00000138080	EMILIN1
ENSG00000138030	KHK
ENSG00000138028	CGREF1
ENSG00000143994	ABHD1
ENSG00000138073	PREB
ENSG00000186143	PRR30
ENSG00000163792	TCF23
ENSG00000138074	SLC5A6
ENSG00000138085	ATRAID
ENSG00000084774	CAD
ENSG00000115194	SLC30A3
ENSG00000163793	DNAJC5G
ENSG00000138100	TRIM54
